employee_id,fullname,nik_baru,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months,nip
EMP101000,Eko Maulida,,1,1,3,6,4,3,2,2,5,27,230470
EMP101001,Maya Siregar,,2,3,2,1,5,2,2,4,3,42,771179
EMP101002,Hadi Pratama,,2,1,2,2,4,2,1,4,4,72,731877
EMP101003,Bella Utama Zulfikar,,2,3,5,3,1,2,1,2,4,55,991012
EMP101004,Kurnia Ananda,,4,2,4,5,5,3,2,4,3,76,928551
EMP101005,Eko Ganesha Kurniawan,,2,3,5,1,3,2,1,3,5,25,616390
EMP101006,Yuni Pratama,,1,4,5,2,5,3,1,4,5,68,942625
EMP101007,Prasetyo Subekti,,4,2,2,2,5,3,3,4,3,55,794481
EMP101008,Oka Putra,,4,1,1,2,3,1,1,4,3,98,257490
EMP101009,Lestari Dharma Herlambang,,4,3,3,1,3,3,1,4,3,46,708873
EMP101010,Nabila Santoso,,4,3,1,6,1,1,3,4,3,97,749823
EMP101011,Wahyu Jatmiko Siregar,,2,3,1,2,2,3,3,4,4,42,828769
EMP101012,Prasetyo Ginting,,2,1,4,4,3,2,2,1,3,56,549422
EMP101013,Putri Pratomo,,1,4,4,2,1,3,2,1,2,69,779125
EMP101014,Nurlita Salsabila,,2,1,1,2,1,1,1,2,3,35,338900
EMP101015,Umar Wijaya,,3,3,4,1,5,3,1,4,4,28,547334
EMP101016,Vania Pratomo,,2,2,3,3,3,2,1,4,3,80,117075
EMP101017,Nugroho Lestari Gunawan,,2,3,3,2,4,2,3,2,2,0,578511
EMP101018,Rani Kusuma,,2,2,6,6,2,1,1,2,5,41,393025
EMP101019,Hadi Mahardika Ridwan,,1,3,1,5,2,2,1,3,6,39,906909
EMP101020,Wahyu Hidayat,,1,4,4,2,4,1,3,1,4,68,148986
EMP101021,Rani Fadillah Maulana,,3,4,5,6,3,3,3,4,3,8,379798
EMP101022,Hadi Siregar,,2,1,6,4,5,3,3,3,5,65,134033
EMP101023,Yuni Ginting,,2,4,3,1,1,3,2,1,6,33,460178
EMP101024,Citra Situmorang,,4,2,6,6,5,1,2,1,6,30,688308
EMP101025,Tania Lestari Indrawan,,3,1,5,5,4,1,2,4,4,29,297587
EMP101026,Eko Santoso,,1,4,6,4,2,3,3,4,1,83,739417
EMP101027,Kartika Anugrah Halim,,2,3,4,3,2,3,1,1,4,47,720859
EMP101028,Dwi Sinaga,,2,4,4,3,2,3,2,1,3,45,365169
EMP101029,Ayunda Situmorang,,1,1,5,6,4,2,3,2,2,31,443416
EMP101030,Dimas Ananda,,2,4,3,4,2,2,1,1,5,56,999361
EMP101031,Putri Wijaya,,2,2,5,3,2,3,3,3,4,36,150376
EMP101032,Zaki Utama Pratomo,,4,2,2,2,3,1,2,2,4,41,536520
EMP101033,Citra Saputra,,2,2,6,2,2,3,2,3,4,27,659460
EMP101034,Citra Rohman,,3,2,3,5,4,3,3,4,2,34,578591
EMP101035,Luthfi Zulfikar,,2,2,3,3,3,1,1,1,4,48,777863
EMP101036,Mahendra Santoso,,3,1,3,1,3,3,3,1,5,37,631368
EMP101037,Rani Utama Gunawan,,1,4,5,1,3,1,3,2,5,2,326021
EMP101038,Ayunda Lestari Sinaga,,3,1,5,6,4,1,1,1,3,43,121286
EMP101039,Fajar Pamungkas,,2,4,6,5,4,1,2,4,5,31,347604
EMP101040,Ayunda Hidayat,,1,2,3,4,3,2,3,3,1,73,518158
EMP101041,Hana Dharma Hidayat,,2,3,1,2,5,3,3,3,6,50,980204
EMP101042,Lestari Utami,,4,3,4,4,1,1,1,2,1,5,888516
EMP101043,Joko Rachman Setiawan,,3,3,4,4,1,1,3,4,2,37,431590
EMP101044,Nabila Lestari Sinaga,,4,4,4,2,1,2,2,3,5,58,100965
EMP101045,Putri Mahendra,,4,4,1,5,1,2,3,3,4,59,461838
EMP101046,Rama Wibowo,,4,1,6,3,4,3,2,2,6,56,612536
EMP101047,Lestari Ganesha Fauziah,,4,1,4,1,2,3,3,3,6,55,420981
EMP101048,Rama Nabila Hasibuan,,2,4,6,3,3,1,2,3,2,51,330012
EMP101049,Teguh Subekti,,1,2,5,4,3,2,3,3,2,25,870495
EMP101050,Dimas Saputra Herlambang,,2,2,4,6,1,3,3,1,2,23,210438
EMP101051,Bella Permadi,,3,2,6,3,5,2,3,1,2,74,533982
EMP101052,Nadia Zulfikar Sinaga,,3,3,6,2,5,3,2,4,5,102,467066
EMP101053,Evi Hartanto,,4,1,6,1,3,3,2,2,5,28,759542
EMP101054,Yuni Erlangga Subekti,,3,3,5,3,4,3,3,1,3,12,656817
EMP101055,Yoga Candra Hartanto,,2,1,5,5,3,2,2,3,4,38,296785
EMP101056,Umar Hartanto,,2,2,3,4,3,3,3,2,5,33,880589
EMP101057,Dinda Anggara,,2,2,4,6,2,1,1,4,1,44,818913
EMP101058,Umar Yulianto,,4,2,2,1,2,3,1,2,4,31,532927
EMP101059,Tania Fadillah Firmansyah,,3,3,1,5,3,3,3,1,5,78,699881
EMP101060,Galih Fauziah,,4,2,3,1,3,1,3,3,6,52,408249
EMP101061,Ayu Handayani,,4,2,6,4,3,2,3,3,3,53,435734
EMP101062,Rifqi Jatmiko Wijaya,,1,3,4,4,1,3,1,4,2,4,768212
EMP101063,Rendra Kusuma Siregar,,2,2,2,2,5,3,1,1,1,35,560159
EMP101064,Oktavia Mahendra,,2,2,1,5,4,1,1,2,5,78,497662
EMP101065,Nabila Kusuma Gunawan,,3,3,6,1,1,3,3,2,2,13,570985
EMP101066,Novi Hartanto,,1,4,6,6,4,3,1,3,1,27,827793
EMP101067,Galih Kusuma Ramadhan,,2,1,1,6,4,2,2,4,2,1,392448
EMP101068,Kurnia Erlangga Maulana,,1,2,1,4,3,2,1,3,1,52,966314
EMP101069,Ayu Erlangga Kurniawan,,3,2,2,5,5,1,2,1,5,52,898560
EMP101070,Nugroho Hasibuan,,1,3,2,2,2,1,3,3,1,52,503961
EMP101071,Wulan Pratama,,2,4,6,3,2,1,3,1,6,29,156923
EMP101072,Adi Pramudita Indrawan,,2,3,4,1,3,1,1,3,4,15,534445
EMP101073,Nabila Utami,,4,4,5,4,4,2,3,1,1,56,250951
EMP101074,Nabila Aji Kusuma,,2,3,1,4,4,2,2,4,5,63,566059
EMP101075,Hadi Wijaya Gunawan,,4,3,6,6,4,1,1,3,2,97,494272
EMP101076,Satya Pamungkas,,3,4,5,5,3,3,3,3,5,63,796070
EMP101077,Hana Dharma Maulida,,4,4,6,6,3,1,1,2,3,46,117103
EMP101078,Satya Saputra,,3,1,5,6,4,1,1,4,1,97,669054
EMP101079,Bayu Sinaga,,2,3,5,6,2,3,2,1,3,5,463325
EMP101080,Galih Zulfikar Ramadhan,,1,2,1,1,4,2,1,2,1,29,785890
EMP101081,Putri Nabila Rohman,,4,2,1,1,1,1,1,4,5,53,898136
EMP101082,Rani Permadi,,1,4,1,5,5,3,1,2,3,43,212470
EMP101083,Adit Salsabila,,4,1,4,4,5,1,2,4,5,29,826082
EMP101084,Fitri Hartanto,,4,3,3,6,2,2,2,3,2,47,471131
EMP101085,Rendra Maulana,,2,1,5,5,2,1,3,4,2,120,629636
EMP101086,Nugroho Maulana,,2,4,2,6,1,3,1,1,5,3,638811
EMP101087,Rendra Saputra Gunawan,,3,4,1,5,5,1,2,2,2,86,318120
EMP101088,Rama Jatmiko Gunawan,,3,4,5,5,4,3,3,1,3,54,861774
EMP101089,Nabila Salsabila,,3,1,4,2,5,3,1,2,1,33,983417
EMP101090,Bella Fauziah,,3,2,2,3,4,1,1,3,1,74,674936
EMP101091,Ari Saputra Pamungkas,,1,2,5,6,4,1,1,4,4,11,393266
EMP101092,Rani Gunawan,,2,2,1,5,3,1,1,1,2,57,988740
EMP101093,Joko Iqbal Lestari,,3,1,3,4,4,2,1,4,3,60,679557
EMP101094,Novi Zulfikar Handayani,,1,3,5,3,1,3,1,1,4,27,891088
EMP101095,Nadia Simanjuntak,,4,1,5,5,5,1,1,3,3,9,398502
EMP101096,Rizka Wijaya,,1,2,2,4,5,3,3,1,3,43,240175
EMP101097,Bayu Mahendra,,4,4,3,4,4,3,1,3,6,38,480143
EMP101098,Utami Firmansyah,,4,4,3,3,3,3,2,2,5,46,271832
EMP101099,Nabila Kusuma,,1,2,5,2,5,3,1,2,2,84,776725
EMP101100,Fitri Jatmiko Setiawan,,2,3,4,3,2,3,3,2,3,43,520933
EMP101101,Nugroho Yudhistira Lukman,,3,4,3,4,5,2,1,2,3,9,912199
EMP101102,Novi Sinaga,,1,3,2,3,2,3,1,3,4,81,822577
EMP101103,Wulan Lestari Saputra,,2,4,5,1,3,3,3,2,6,39,166683
EMP101104,Oktavia Lestari,,2,2,3,2,5,1,3,4,6,65,317370
EMP101105,Kartika Saputra Siregar,,2,1,3,4,4,2,1,3,4,36,488506
EMP101106,Sari Siregar,,1,1,1,4,5,3,1,2,3,59,773738
EMP101107,Mahendra Fadillah Pradana,,2,3,4,6,4,1,3,2,3,51,295435
EMP101108,Dewi Pradana,,4,2,6,3,4,2,3,2,4,21,432798
EMP101109,Bella Suharto,,2,4,2,2,3,2,3,4,4,43,907952
EMP101110,Rani Simanjuntak,,4,3,4,6,3,1,3,3,1,63,779428
EMP101111,Bella Firmansyah,,3,2,2,4,5,2,1,1,3,98,851783
EMP101112,Budi Firmansyah,,2,1,1,5,1,1,1,2,1,52,316948
EMP101113,Evi Syahputra,,3,1,4,2,5,3,3,3,2,30,182862
EMP101114,Tania Fauziah,,3,1,1,5,3,1,1,1,5,38,852501
EMP101115,Valdo Putra,,2,3,6,6,3,1,3,1,6,34,996287
EMP101116,Dimas Tri Zulfikar,,4,1,4,2,2,1,1,2,1,36,446942
EMP101117,Rendra Indrawan,,3,3,5,4,2,1,3,4,1,57,719870
EMP101118,Maya Dharma Kurniawan,,2,4,4,3,2,3,3,2,3,1,391229
EMP101119,Utami Lestari,,1,1,1,4,3,1,1,2,3,40,375473
EMP101120,Gita Rahmawati,,1,1,2,2,5,3,3,1,3,52,792016
EMP101121,Gita Hasibuan,,3,1,5,2,1,1,3,1,1,28,685201
EMP101122,Maya Utami,,3,1,1,5,3,2,2,1,2,48,793959
EMP101123,Dian Kurniawan,,2,4,2,6,3,2,1,3,4,50,810966
EMP101124,Cahyo Tri Maulida,,1,3,1,6,3,3,1,3,6,77,585533
EMP101125,Nabila Halim,,3,4,6,6,2,2,3,2,6,18,783923
EMP101126,Ayunda Jatmiko Zulfikar,,2,2,3,3,1,3,2,2,5,61,345007
EMP101127,Valdo Hasibuan,,4,4,1,3,5,1,3,3,2,48,852759
EMP101128,Kartika Setiawan,,4,3,5,1,1,1,3,2,6,78,188469
EMP101129,Rendra Purnama,,1,2,4,3,5,1,2,2,1,72,714217
EMP101130,Rifqi Kusuma,,2,1,1,6,4,3,3,4,5,24,406965
EMP101131,Lestari Candra Nugroho,,2,1,3,3,2,3,2,2,1,42,617499
EMP101132,Umar Pradana,,4,1,3,3,5,2,3,1,3,39,787781
EMP101133,Rendra Subekti,,4,2,5,2,1,3,1,2,1,62,726724
EMP101134,Kurnia Dharma Putra,,2,3,6,3,3,1,1,4,3,96,373876
EMP101135,Adit Rohman,,4,2,2,5,5,3,3,3,1,28,237031
EMP101136,Arif Saputra Halim,,4,1,1,6,4,1,1,3,2,55,482588
EMP101137,Nabila Putra,,3,1,2,4,2,3,3,4,1,25,798738
EMP101138,Rizka Kusuma,,4,1,6,3,1,3,3,1,4,39,232522
EMP101139,Rendra Gunawan,,1,2,5,4,3,1,3,4,3,65,158180
EMP101140,Wahyu Nabila Purnama,,3,2,2,1,5,1,2,2,6,61,814462
EMP101141,Dwi Hartanto,,1,3,3,1,1,3,1,3,3,95,381939
EMP101142,Rani Kusuma Putra,,4,1,1,6,3,3,3,2,1,76,163215
EMP101143,Ayunda Purnama,,3,2,5,1,2,3,3,1,2,65,415143
EMP101144,Rifqi Maulida,,3,2,1,2,5,3,2,3,6,37,852503
EMP101145,Yoga Adi Halim,,3,4,1,5,2,1,3,3,5,46,998773
EMP101146,Ayu Suharto,,4,1,1,4,3,1,1,4,6,37,900824
EMP101147,Anisa Kusuma,,2,1,4,6,2,3,1,2,6,70,996039
EMP101148,Ahmad Hartanto,,1,2,5,3,4,2,2,3,3,81,139833
EMP101149,Utami Zulfikar Siregar,,2,4,1,1,5,2,3,2,3,46,750675
EMP101150,Wahyu Pramudita Indrawan,,2,1,3,6,4,2,3,3,3,56,311789
EMP101151,Dwi Adi Wijaya,,3,1,4,2,5,1,1,1,1,28,220434
EMP101152,Dewi Nabila Hasibuan,,1,1,1,4,3,1,2,1,1,74,615852
EMP101153,Ayunda Siregar,,1,2,2,2,1,2,1,4,5,112,555882
EMP101154,Gita Aji Simanjuntak,,3,2,6,6,2,2,1,4,1,78,375738
EMP101155,Rizki Baskara Permadi,,4,3,2,4,2,2,1,2,6,128,292332
EMP101156,Adi Halim,,2,3,4,1,3,3,1,3,1,55,465053
EMP101157,Galih Iqbal Pradana,,4,1,1,2,3,2,2,1,3,61,191007
EMP101158,Putri Saputra Sinaga,,2,4,2,3,4,2,1,4,3,56,217650
EMP101159,Vania Maulana,,1,1,3,1,4,1,3,3,1,111,265389
EMP101160,Oka Lestari Wijaya,,3,4,3,4,1,2,1,4,2,52,825453
EMP101161,Fajar Ramadhan,,2,2,3,2,2,3,1,3,6,1,776343
EMP101162,Hadi Lestari,,1,3,3,6,1,3,2,2,4,61,362076
EMP101163,Maya Suharto,,1,2,3,2,1,1,3,2,3,32,589918
EMP101164,Nabila Subekti,,2,4,2,5,3,1,3,2,6,89,612413
EMP101165,Kartika Iqbal Gunawan,,4,4,3,3,3,3,1,3,3,21,660208
EMP101166,Utami Qolbi Halim,,4,3,3,1,5,3,1,4,5,71,342257
EMP101167,Rama Utami,,4,2,3,6,4,2,2,3,2,44,659007
EMP101168,Oka Permadi,,3,1,4,2,3,3,2,3,5,24,161330
EMP101169,Anisa Wijaya Maulana,,2,2,1,1,5,2,1,2,4,73,320601
EMP101170,Dewi Jatmiko Indrawan,,2,4,2,2,3,1,1,3,5,19,928249
EMP101171,Maya Baskara Suharto,,3,2,4,5,4,3,3,2,3,74,904432
EMP101172,Arif Purnama,,2,3,2,4,3,3,1,4,4,81,991633
EMP101173,Rizki Dharma Rahmawati,,3,2,2,2,4,3,2,2,3,58,892411
EMP101174,Yoga Saputra Mahendra,,2,2,5,4,3,2,2,3,1,53,645748
EMP101175,Anisa Yulianto,,2,4,5,1,5,1,2,3,6,56,451140
EMP101176,Dimas Tri Pratama,,3,1,4,1,3,2,1,1,4,75,360330
EMP101177,Mahendra Siregar,,2,1,1,4,4,3,2,4,1,82,580158
EMP101178,Galih Rahmawati,,4,3,1,5,3,3,2,3,6,106,911718
EMP101179,Rani Jatmiko Indrawan,,1,3,6,5,4,2,3,1,6,76,638523
EMP101180,Hana Suharto,,4,2,6,4,4,3,1,4,5,29,368968
EMP101181,Putri Ananda,,2,1,3,1,5,2,3,1,2,34,206791
EMP101182,Valdo Zulfikar Santoso,,1,3,1,6,2,1,2,3,3,11,714731
EMP101183,Gita Adi Wibowo,,3,1,3,2,5,2,2,2,6,86,628069
EMP101184,Mahendra Dharma Yulianto,,3,4,2,2,4,2,2,3,3,62,141920
EMP101185,Wahyu Utami,,4,3,3,1,1,1,1,3,1,23,699212
EMP101186,Citra Halim Wijaya,,2,1,1,2,4,2,2,3,6,21,233129
EMP101187,Prasetyo Ananda,,2,1,2,1,4,2,3,3,5,45,473323
EMP101188,Julia Utami,,3,1,4,4,1,1,1,2,3,54,707058
EMP101189,Prasetyo Pradana,,4,4,6,1,1,2,2,1,5,46,931299
EMP101190,Kurnia Dharma Kurniawan,,1,2,2,2,3,2,2,3,5,9,378022
EMP101191,Wulan Nugroho,,3,3,4,2,2,2,3,3,6,21,371567
EMP101192,Galih Aji Permadi,,2,1,5,3,4,3,2,1,2,46,266196
EMP101193,Dwi Utama Handayani,,1,1,3,5,1,1,3,1,2,55,464141
EMP101194,Prasetyo Candra Subekti,,4,3,4,2,2,2,3,1,6,37,465002
EMP101195,Hana Aji Setiawan,,2,3,3,4,4,2,3,4,6,10,299626
EMP101196,Satya Firmansyah,,2,4,3,2,2,3,3,2,3,0,985085
EMP101197,Cahyo Pamungkas,,4,2,2,5,4,3,2,1,1,55,178707
EMP101198,Nadia Pratomo,,1,1,6,2,4,2,1,2,5,39,303735
EMP101199,Umar Rachman Hidayat,,3,3,1,6,2,1,1,3,5,26,997320
EMP101200,Anisa Ridwan,,2,2,3,2,1,3,3,4,5,68,810873
EMP101201,Valdo Sinaga,,3,2,3,5,3,1,1,2,4,43,426674
EMP101202,Valdo Utami,,4,2,3,4,4,1,1,1,2,15,940810
EMP101203,Dwi Lestari,,4,2,5,3,5,2,3,1,3,84,829065
EMP101204,Kartika Nugroho,,2,1,3,4,4,2,2,2,5,96,540300
EMP101205,Nurlita Qolbi Tamba,,4,2,3,4,1,2,2,2,1,27,590638
EMP101206,Utami Siregar,,3,1,2,4,4,1,2,2,1,58,945451
EMP101207,Adi Salsabila,,1,3,3,5,3,2,1,2,6,47,241402
EMP101208,Dimas Siregar,,1,1,1,5,5,2,1,1,5,92,713613
EMP101209,Zaki Indrawan,,3,2,4,2,3,2,1,4,6,22,555197
EMP101210,Luthfi Lestari Rahmawati,,1,3,3,2,2,1,3,1,3,72,886056
EMP101211,Valdo Ananda,,4,1,1,1,2,3,2,3,5,92,859454
EMP101212,Galih Suharto,,1,1,6,2,3,3,2,3,2,63,238106
EMP101213,Bayu Erlangga Hidayat,,2,3,5,6,5,3,1,4,3,85,292489
EMP101214,Intan Ridwan,,2,1,5,6,2,3,3,3,5,36,682167
EMP101215,Ayu Kusuma,,4,4,1,2,1,2,3,3,4,58,455669
EMP101216,Galih Candra Ridwan,,4,2,6,2,5,1,1,2,1,32,471701
EMP101217,Luthfi Lestari Kusuma,,2,3,4,6,4,3,2,3,5,59,852720
EMP101218,Dian Gunawan,,3,2,5,1,1,3,3,2,6,46,834704
EMP101219,Dinda Lestari Setiawan,,2,4,3,1,3,3,2,1,5,62,239907
EMP101220,Hadi Pramudita Saputra,,1,3,2,2,1,1,2,1,5,65,908418
EMP101221,Bayu Adi Handayani,,1,2,6,5,5,3,3,3,3,40,831482
EMP101222,Sari Rahmawati,,4,1,5,3,3,3,3,2,5,75,668984
EMP101223,Dimas Situmorang,,3,4,4,1,5,1,3,4,2,22,170570
EMP101224,Rizka Indrawan,,3,3,5,2,2,3,2,1,4,34,866423
EMP101225,Zahra Hidayat,,2,4,4,1,4,3,2,3,6,78,150409
EMP101226,Yoga Erlangga Mahendra,,2,1,1,6,2,1,1,3,2,59,405193
EMP101227,Fitri Dharma Ramadhan,,1,1,2,5,3,2,3,3,3,41,947246
EMP101228,Satya Qolbi Anggara,,3,3,4,6,1,3,3,3,2,89,119101
EMP101229,Ayu Putra,,1,3,4,6,5,3,1,2,2,61,475294
EMP101230,Luthfi Handayani,,4,4,6,2,3,3,1,1,3,26,646313
EMP101231,Sari Tri Wibowo,,4,3,6,2,1,1,2,1,1,66,249750
EMP101232,Adi Rohman,,1,2,4,6,1,3,1,1,3,40,260055
EMP101233,Kurnia Tri Pratomo,,3,4,1,4,4,2,2,3,5,56,845798
EMP101234,Luthfi Ananda,,2,2,3,3,2,3,2,3,3,66,818082
EMP101235,Cahyo Ganesha Situmorang,,2,4,6,4,2,2,1,2,3,15,932366
EMP101236,Novi Baskara Fauziah,,4,3,2,5,4,3,3,3,6,16,722158
EMP101237,Zahra Ridwan,,2,1,6,6,4,3,2,3,4,61,301932
EMP101238,Rani Yulianto,,1,1,1,4,2,1,2,4,2,0,157183
EMP101239,Bella Qolbi Simanjuntak,,4,4,4,3,1,2,3,2,1,37,449746
EMP101240,Rifqi Nabila Nugroho,,1,2,4,3,3,2,1,2,3,26,739286
EMP101241,Mahendra Wijaya,,2,1,5,3,4,1,3,4,1,48,604327
EMP101242,Sari Saputra Tamba,,2,4,6,3,5,2,3,2,4,92,342822
EMP101243,Nugroho Setiawan,,3,4,2,4,2,1,2,1,3,54,443039
EMP101244,Evi Indrawan,,4,1,5,2,2,1,2,2,5,29,615430
EMP101245,Fitri Salsabila,,4,1,4,1,1,1,1,2,4,89,106535
EMP101246,Joko Pradana,,2,2,1,6,3,2,1,1,2,67,838477
EMP101247,Iman Syahputra,,4,3,3,6,5,2,2,3,3,35,235296
EMP101248,Cahyo Lestari,,3,2,3,3,1,1,1,4,3,85,215777
EMP101249,Nurlita Erlangga Maulida,,3,4,2,3,2,2,3,3,2,49,961789
EMP101250,Iman Wijaya,,4,4,2,3,2,2,1,1,3,69,557794
EMP101251,Adit Pratama,,2,3,2,2,1,2,3,3,3,16,830554
EMP101252,Vania Ginting,,3,2,5,3,5,1,3,3,4,47,908459
EMP101253,Maya Baskara Ananda,,3,2,5,6,3,2,3,3,5,28,683070
EMP101254,Luthfi Qolbi Sinaga,,1,2,1,3,3,2,2,4,1,57,575107
EMP101255,Gita Handayani,,1,1,3,4,4,1,2,1,6,24,117348
EMP101256,Ayu Pratama,,1,4,6,4,5,1,1,1,6,47,824113
EMP101257,Rifqi Erlangga Pradana,,4,2,3,5,1,2,1,3,5,62,681974
EMP101258,Cahyo Utami,,1,1,3,6,4,3,2,1,2,48,359334
EMP101259,Rafa Qolbi Indrawan,,3,1,2,1,4,3,3,4,1,29,499021
EMP101260,Satya Lestari,,2,2,3,4,3,1,3,3,5,78,301230
EMP101261,Bayu Rachman Pratomo,,2,4,2,3,3,1,2,1,4,3,156534
EMP101262,Ari Baskara Yulianto,,4,3,6,4,2,2,1,4,3,39,535735
EMP101263,Intan Purnama,,4,3,5,4,4,3,2,2,4,20,441536
EMP101264,Luthfi Pramudita Simanjuntak,,3,2,2,6,4,3,2,1,5,52,956623
EMP101265,Umar Utami,,1,4,6,5,1,3,2,2,5,58,321163
EMP101266,Joko Zulfikar Ginting,,2,3,5,1,4,2,3,4,4,58,358678
EMP101267,Rani Herlambang,,1,4,1,3,4,2,1,3,6,101,329243
EMP101268,Rani Lestari,,1,3,4,4,2,2,3,1,2,96,946433
EMP101269,Rizky Jatmiko Herlambang,,2,1,2,6,5,2,1,3,4,61,566312
EMP101270,Novi Permadi,,4,4,5,3,4,1,3,1,2,18,976457
EMP101271,Nabila Adi Ananda,,4,3,5,6,3,2,2,2,3,32,377278
EMP101272,Utami Baskara Lukman,,2,2,6,1,2,2,3,3,6,27,530143
EMP101273,Bella Fadillah Fauziah,,1,4,6,1,1,2,2,3,1,53,835166
EMP101274,Maya Nabila Ridwan,,2,4,6,2,1,2,2,4,3,49,630167
EMP101275,Wulan Mahardika Salsabila,,1,4,6,2,3,2,2,4,4,134,849030
EMP101276,Dinda Saputra,,4,3,1,5,5,3,2,3,1,68,524832
EMP101277,Utami Fauziah,,2,1,3,4,3,1,3,2,4,88,460992
EMP101278,Bella Maulana,,3,1,2,3,4,2,3,4,6,46,727558
EMP101279,Fajar Utami,,2,3,3,4,2,1,1,4,3,31,842362
EMP101280,Arif Saputra Handayani,,3,1,4,2,3,1,2,4,6,92,468388
EMP101281,Wahyu Ramadhan,,4,1,3,2,2,3,1,3,2,67,580883
EMP101282,Bella Lestari Herlambang,,1,2,2,4,4,2,2,2,6,36,933404
EMP101283,Ayu Yulianto,,1,1,6,6,2,2,2,3,1,60,268552
EMP101284,Nadia Mahardika Purnama,,1,3,4,2,4,3,1,2,1,30,225814
EMP101285,Prasetyo Yudhistira Lukman,,3,3,4,5,2,1,1,2,6,38,420138
EMP101286,Zaki Adi Permadi,,1,3,2,3,5,3,3,2,4,65,180926
EMP101287,Fajar Putra,,3,2,5,2,1,2,2,2,3,75,300941
EMP101288,Kurnia Zulfikar Maulida,,3,4,1,6,1,3,1,3,4,76,853834
EMP101289,Evi Ramadhan,,2,1,3,1,4,3,1,2,5,21,663104
EMP101290,Dinda Maulana,,1,3,4,3,2,1,1,1,4,64,683580
EMP101291,Prasetyo Dharma Utami,,1,2,5,3,5,3,2,1,2,25,463319
EMP101292,Maya Permadi,,3,1,5,4,1,2,2,3,1,58,921172
EMP101293,Citra Suharto,,4,4,3,1,4,3,1,2,6,93,294810
EMP101294,Nugroho Rahmawati,,3,2,6,2,1,3,3,2,3,23,651257
EMP101295,Hana Dharma Handayani,,3,3,4,3,2,3,1,4,3,37,141920
EMP101296,Umar Tamba,,2,3,1,3,2,1,3,1,3,30,890903
EMP101297,Teguh Siregar,,1,4,6,5,2,2,3,1,5,52,433966
EMP101298,Nurlita Halim,,3,1,2,6,5,2,1,2,4,43,592419
EMP101299,Vania Candra Nugroho,,3,2,1,3,3,1,2,3,2,55,375019
EMP101300,Eko Kurniawan,,4,2,6,6,3,3,1,1,2,12,163063
EMP101301,Fajar Erlangga Maulana,,2,1,6,6,3,2,1,2,2,9,208192
EMP101302,Hana Anugrah Subekti,,3,3,5,6,4,3,2,3,5,21,680688
EMP101303,Kurnia Hartanto,,2,1,6,6,1,1,2,4,1,57,257146
EMP101304,Iman Firmansyah,,3,1,6,4,4,1,2,3,1,48,290300
EMP101305,Gita Wijaya Fauziah,,3,1,4,2,2,1,3,2,5,24,880878
EMP101306,Dwi Zulfikar,,4,3,4,3,5,2,2,1,1,34,871710
EMP101307,Iman Situmorang,,1,3,3,5,1,1,2,3,6,76,434568
EMP101308,Prasetyo Saputra,,2,2,6,3,1,1,1,3,5,40,732788
EMP101309,Rizka Hidayat,,3,1,4,4,2,1,1,2,2,89,900763
EMP101310,Rizka Yudhistira Sinaga,,2,1,6,2,2,3,1,2,4,27,871502
EMP101311,Teguh Wibowo,,1,3,6,5,4,2,1,4,4,57,686685
EMP101312,Budi Syahputra,,3,3,2,1,5,2,3,4,1,44,322141
EMP101313,Indra Mahardika Putra,,2,1,3,4,1,3,2,1,5,66,310136
EMP101314,Umar Wijaya Salsabila,,1,4,6,2,1,1,3,2,1,60,491418
EMP101315,Dwi Wibowo,,4,3,3,4,4,1,2,2,2,57,201968
EMP101316,Nugroho Kusuma Hasibuan,,3,4,3,5,3,1,1,3,4,89,154505
EMP101317,Nadia Qolbi Utami,,4,1,3,1,2,3,3,4,5,33,386220
EMP101318,Nurlita Zulfikar Sinaga,,1,1,3,6,2,2,3,2,4,55,867466
EMP101319,Budi Anugrah Syahputra,,2,4,4,2,2,2,2,1,6,48,867943
EMP101320,Fajar Tamba,,3,4,5,5,5,3,2,3,4,76,226573
EMP101321,Ari Wijaya,,3,1,3,4,4,3,1,3,1,67,173127
EMP101322,Mahendra Sinaga,,4,4,5,5,4,1,2,2,2,54,184082
EMP101323,Rendra Hartanto,,4,1,2,6,4,1,3,2,5,114,795970
EMP101324,Teguh Lestari Saputra,,3,4,4,5,4,3,1,4,6,36,115322
EMP101325,Gita Tri Siregar,,1,1,6,5,2,1,2,1,1,36,237369
EMP101326,Satya Wibowo,,2,3,3,2,1,3,1,4,1,27,982029
EMP101327,Rizka Suharto,,1,1,2,6,5,2,1,3,2,23,122706
EMP101328,Maya Candra Maulana,,3,1,2,1,1,2,3,3,4,0,399779
EMP101329,Galih Kusuma Ridwan,,2,3,2,4,2,2,1,2,6,29,463563
EMP101330,Rizki Nugroho,,1,1,6,3,4,1,3,1,5,65,873276
EMP101331,Zahra Setiawan,,3,3,3,5,4,1,3,4,6,38,675400
EMP101332,Wahyu Sinaga,,1,3,6,1,1,2,3,2,3,40,711260
EMP101333,Oka Gunawan,,4,4,3,5,4,2,3,2,2,79,426710
EMP101334,Yuni Hartanto,,4,1,1,2,3,2,2,3,1,66,181409
EMP101335,Tania Kusuma,,2,3,1,3,2,3,2,2,5,27,588253
EMP101336,Rama Lestari Handayani,,1,2,6,1,4,3,2,2,2,54,719241
